state_name,town,median_household_income,population,median_age,intersection_density,population_density,pct_bachelor,county,median_sale_price,composite_score
Maryland,Montgomery Village,84362,34489,36.8,197.17,1961.4,0.23,"Montgomery, MD",603752.0,40.99
Maryland,Morningside,75357,1119,43.0,68.56,393.43,0.11,"Prince George's, MD",444632.2,23.31
Maryland,Mountain Lake Park,51438,2116,43.5,394.21,522.32,0.09,"Garrett, MD",500479.1,28.78
Maryland,Mount Airy,136250,9621,38.9,179.23,905.18,0.29,"Carroll, MD",440079.1,44.51
Maryland,Mount Rainier,59268,8290,40.8,405.91,4049.36,0.2,"Prince George's, MD",444632.2,34.27
Maryland,Mount Vernon,50733,1067,51.0,778.77,1665.22,0.01,"Baltimore County, MD",342331.7,25.7
Maryland,Myersville,130833,2427,32.1,96.02,1474.89,0.28,"Frederick, MD",468047.9,42.36
Maryland,National Harbor,118744,4355,49.7,358.04,1230.67,0.22,"Prince George's, MD",444632.2,42.32
Maryland,Naval Academy,103919,4729,21.4,252.2,3847.26,0.17,"Anne Arundel, MD",483625.6,36.04
Maryland,New Carrollton,73629,13574,33.8,129.34,2438.35,0.2,"Prince George's, MD",444632.2,29.94
Maryland,New Market,175982,1598,35.7,108.35,897.13,0.4,"Frederick, MD",468047.9,55.83
Maryland,New Windsor,99022,1267,41.4,208.02,1657.66,0.28,"Carroll, MD",440079.1,39.93
Maryland,North Beach,71932,2611,29.8,400.39,3900.8,0.21,"Calvert, MD",432995.8,35.85
Maryland,North Bethesda,120261,50695,39.6,205.91,1860.35,0.29,"Montgomery, MD",603752.0,49.97
Maryland,North East,76250,4015,33.4,166.15,1922.51,0.12,"Cecil, MD",331583.3,21.72
Maryland,North Kensington,117708,8771,41.0,258.04,1892.38,0.3,"Montgomery, MD",603752.0,50.88
Maryland,North Laurel,111401,24233,35.3,114.72,1208.17,0.31,"Howard, MD",575125.0,46.69
Maryland,North Potomac,174591,24449,44.4,131.02,1249.78,0.34,"Montgomery, MD",603752.0,58.28
Maryland,Oakland,59250,2187,42.7,169.77,205.59,0.12,"Garrett, MD",500479.1,26.15
Maryland,Ocean City,58563,6869,56.2,215.72,369.53,0.22,"Worcester, MD",430325.8,30.61
Maryland,Ocean Pines,80859,12266,61.3,63.72,686.25,0.23,"Worcester, MD",430325.8,30.89
Maryland,Odenton,104891,43488,36.5,100.33,978.27,0.26,"Anne Arundel, MD",483625.6,38.58
Maryland,Olney,161065,35815,42.4,80.17,769.37,0.33,"Montgomery, MD",603752.0,55.0
Maryland,Overlea,71594,12959,41.7,148.32,1703.94,0.21,"Baltimore County, MD",433997.47,30.4
Maryland,Owings,130104,2393,48.9,62.5,257.88,0.35,"Calvert, MD",432995.8,44.75
Maryland,Owings Mills,87376,35170,34.0,130.82,1087.73,0.25,"Baltimore County, MD",484081.17,36.49
Maryland,Oxon Hill,88273,18763,43.7,101.62,1031.79,0.19,"Prince George's, MD",444632.2,30.48
Maryland,Paramount-Long Meadow,87604,2860,40.8,62.94,524.84,0.19,"Washington, MD",309587.5,24.58
Maryland,Parkville,72523,30783,37.7,187.46,2664.2,0.19,"Baltimore County, MD",468489.89,31.33
Maryland,Parole,111995,18488,52.7,110.34,585.67,0.29,"Anne Arundel, MD",483625.6,41.92
Maryland,Pasadena,107088,31583,35.7,99.9,630.76,0.21,"Anne Arundel, MD",483625.6,35.89
Maryland,Peppermill Village,73935,5314,39.1,122.87,2720.58,0.14,"Prince George's, MD",444632.2,26.08
Maryland,Perry Hall,94576,29165,38.9,96.9,1479.58,0.24,"Baltimore County, MD",503725.94,37.1
Maryland,Perryman,62269,2767,31.3,29.72,174.98,0.06,"Harford, MD",382609.5,15.37
Maryland,Perryville,75491,4391,44.0,92.44,890.12,0.13,"Cecil, MD",331583.3,20.43
Maryland,Pikesville,90748,33549,43.2,110.01,905.07,0.28,"Baltimore County, MD",474863.17,38.14
Maryland,Pittsville,63347,1994,37.7,56.43,474.79,0.08,"Wicomico, MD",273987.5,12.88
Maryland,Pleasant Hills,125833,4104,44.4,64.33,374.46,0.38,"Baltimore County, MD",480811.03,47.75
Maryland,Pocomoke City,45781,4276,39.6,39.79,202.31,0.12,"Worcester, MD",430325.8,18.69
Maryland,Point of Rocks,121739,2277,37.8,96.98,935.66,0.29,"Frederick, MD",468047.9,42.16
Maryland,Poolesville,201607,5666,41.9,86.28,701.37,0.37,"Montgomery, MD",603752.0,62.68
Maryland,Potomac,198870,46891,46.6,117.65,700.88,0.3,"Montgomery, MD",603752.0,58.85
Maryland,Potomac Heights,61083,1115,51.4,104.51,425.28,0.14,"Charles, MD",433008.1,24.09
Maryland,Prince Frederick,55977,2350,43.7,249.21,267.17,0.11,"Calvert, MD",432995.8,24.52
Maryland,Princess Anne,37386,3415,25.8,88.44,940.85,0.19,"Somerset, MD",187354.1,13.01
Maryland,Queen Anne,172931,1360,53.4,24.55,82.25,0.14,"Queen Anne's County, MD",481980.61,39.3
Maryland,Queensland,153750,1950,47.5,34.03,170.15,0.25,"Harford, MD",382609.5,39.07
Maryland,Randallstown,83063,35641,44.1,92.57,1219.71,0.19,"Baltimore County, MD",415301.52,28.65
Maryland,Redland,129603,17965,40.3,106.61,887.5,0.27,"Montgomery, MD",603752.0,47.54
Maryland,Reisterstown,73040,27917,39.8,141.53,1978.45,0.24,"Baltimore County, MD",479786.69,33.77
Maryland,Ridgely,60000,1868,36.9,67.02,299.52,0.07,"Caroline, MD",327349.0,14.42
Maryland,Rising Sun,75735,2749,33.0,227.02,1738.35,0.14,"Cecil, MD",331583.3,24.09
Maryland,Riva,133875,4477,46.0,72.65,1161.6,0.32,"Anne Arundel, MD",483625.6,45.44
Maryland,Riverdale Park,87819,7321,37.1,301.38,1322.79,0.16,"Prince George's, MD",444632.2,32.93
Maryland,Riverside,83172,6193,34.6,155.36,1117.47,0.22,"Harford, MD",382609.5,30.23
Maryland,Riviera Beach,101734,12012,36.8,103.45,1071.26,0.18,"Anne Arundel, MD",483625.6,33.66
Maryland,Robinwood,75938,7662,40.4,68.05,628.2,0.14,"Washington, MD",309587.5,19.78
Maryland,Rock Hall,50714,1397,55.1,94.9,368.28,0.17,"Kent, MD",401329.1,23.11
Maryland,Rockville,116031,67095,39.2,242.75,1767.1,0.28,"Montgomery, MD",603752.0,49.33
Maryland,Romancoke,93047,1667,42.1,24.87,373.46,0.22,"Queen Anne's, MD",564519.1,36.43
Maryland,Rosaryville,134855,11881,48.5,40.68,537.61,0.25,"Prince George's, MD",444632.2,39.17
Maryland,Rosedale,78552,20296,40.1,135.44,1252.94,0.17,"Baltimore County, MD",431074.12,28.39
Maryland,Rossville,79118,15633,39.2,135.56,940.17,0.18,"Baltimore County, MD",427632.09,28.77
Maryland,St. James,101446,4051,42.1,25.3,240.57,0.2,"Washington, MD",309587.5,26.12
Maryland,St. Michaels,69057,1483,51.3,94.04,534.34,0.27,"Talbot, MD",674680.6,42.22
Maryland,Salisbury,48310,32583,30.1,68.06,534.73,0.17,"Wicomico, MD",273987.5,16.01
Maryland,Savage,106625,7841,39.3,115.27,1210.0,0.22,"Howard, MD",575125.0,40.25
Maryland,Scaggsville,164632,10658,42.3,52.29,645.81,0.35,"Howard, MD",575125.0,54.82
Maryland,Seabrook,88261,19558,35.7,142.86,2301.45,0.2,"Prince George's, MD",444632.2,31.86
Maryland,Seat Pleasant,51122,4537,38.0,133.37,790.99,0.11,"Prince George's, MD",444632.2,21.41
Maryland,Severn,115481,53955,35.8,109.21,1020.31,0.26,"Anne Arundel, MD",483625.6,39.96
Maryland,Severna Park,150871,39108,41.9,306.34,749.9,0.3,"Anne Arundel, MD",483625.6,51.87
Maryland,Shady Side,118125,4813,49.0,33.1,235.65,0.23,"Anne Arundel, MD",483625.6,37.47
Maryland,Silver Hill,61133,5717,37.7,212.58,2042.59,0.14,"Prince George's, MD",444632.2,26.57
Maryland,Silver Spring,91970,82472,34.5,302.29,3749.53,0.25,"Montgomery, MD",603752.0,45.74
Maryland,Smithsburg,93295,2986,35.7,97.49,1102.65,0.18,"Washington, MD",309587.5,25.4
Maryland,Snow Hill,50069,2442,37.5,69.63,529.69,0.13,"Worcester, MD",430325.8,20.93
Maryland,Solomons,113235,2254,63.9,160.45,324.06,0.18,"Calvert, MD",432995.8,34.67
Maryland,Somerset,250001,1031,50.5,6.83,1.02,0.26,"Somerset, MD",187354.1,44.36
Maryland,South Kensington,197500,8566,44.0,142.79,1319.5,0.35,"Montgomery, MD",603752.0,62.27
Maryland,South Laurel,77750,27998,35.6,132.61,1698.48,0.24,"Prince George's, MD",444632.2,32.66
Maryland,Spencerville,110000,1489,34.2,54.96,346.79,0.18,"Montgomery, MD",603752.0,38.26
Maryland,Springdale,128529,5055,41.2,70.39,1406.43,0.19,"Prince George's, MD",444632.2,35.63
Maryland,Spring Ridge,116786,5827,35.3,79.27,827.83,0.33,"Frederick, MD",468047.9,43.4
Maryland,Stevensville,106741,8359,41.1,58.93,427.98,0.26,"Queen Anne's, MD",564519.1,41.11
Maryland,Suitland,64652,26375,35.8,150.05,2261.47,0.14,"Prince George's, MD",444632.2,25.26
Maryland,Summerfield,83949,16002,36.2,170.27,1356.22,0.16,"Prince George's, MD",444632.2,29.58
Maryland,Sykesville,120083,4260,32.9,126.83,971.78,0.35,"Carroll, MD",440079.1,45.04
Maryland,Takoma Park,86644,17610,40.1,246.03,2560.61,0.22,"Montgomery, MD",603752.0,41.96
Maryland,Taneytown,75167,7183,39.7,100.98,1138.71,0.18,"Carroll, MD",440079.1,28.19
Maryland,Temple Hills,67115,9037,36.0,183.92,2634.07,0.14,"Prince George's, MD",444632.2,26.61
Maryland,Ten Mile Creek,152176,1255,37.1,5.79,121.15,0.14,"Montgomery, MD",603752.0,40.41
Maryland,Thurmont,82098,6247,41.4,172.03,902.34,0.14,"Frederick, MD",468047.9,29.22
Maryland,Timonium,117574,11136,48.5,155.47,631.64,0.33,"Baltimore County, MD",489427.45,46.45
Maryland,Towson,93435,59014,33.0,276.38,1578.6,0.33,"Baltimore County, MD",517219.69,46.27
Maryland,Trappe,66181,1098,44.0,39.51,190.26,0.11,"Talbot County, MD",339654.88,17.15
Maryland,Travilah,238194,11052,50.4,51.24,263.39,0.3,"Montgomery, MD",603752.0,62.72
Maryland,University Park,159464,2701,45.5,293.27,1868.24,0.26,"Prince George's, MD",444632.2,48.55
Maryland,Urbana,168633,12841,36.4,102.7,740.44,0.34,"Frederick, MD",468047.9,51.54
Maryland,Waldorf,103611,79190,36.3,98.06,651.27,0.2,"Charles, MD",433008.1,32.48
Maryland,Walker Mill,69013,10596,40.4,76.45,1054.73,0.14,"Prince George's, MD",444632.2,24.72
Maryland,Walkersville,114340,6134,42.7,80.51,916.2,0.21,"Frederick, MD",468047.9,35.71
Maryland,Westernport,46288,1785,38.8,86.13,863.74,0.07,"Allegany, MD",140650.0,4.98
Maryland,West Laurel,144028,4627,41.7,58.6,852.62,0.27,"Prince George's, MD",444632.2,41.9
Maryland,Westminster,65816,19783,37.1,106.04,1284.58,0.21,"Carroll, MD",440079.1,28.69
Maryland,West Ocean City,84107,5287,46.4,123.58,544.47,0.21,"Worcester, MD",430325.8,31.1
Maryland,Westphalia,149185,10578,40.6,72.71,404.19,0.29,"Prince George's, MD",444632.2,44.5
Maryland,Wheaton,95625,51836,36.2,185.08,1820.49,0.19,"Montgomery, MD",603752.0,39.99
Maryland,White Marsh,98003,9663,39.9,94.87,466.03,0.27,"Baltimore County, MD",462394.53,37.57
Maryland,White Oak,70303,14711,33.2,220.14,2169.07,0.21,"Montgomery, MD",603752.0,38.34
Maryland,Wildewood,115612,6805,34.2,199.1,27097.98,0.26,"St. Mary's, MD",414602.5,39.56
Maryland,Willards,65461,1104,35.9,74.83,611.91,0.14,"Wicomico, MD",273987.5,16.89
Maryland,Williamsport,50509,1952,38.5,126.67,725.12,0.08,"Washington, MD",309587.5,13.99
Maryland,Wilson-Conococheague,54484,2069,39.2,37.27,626.97,0.08,"Washington, MD",309587.5,12.88
Maryland,Woodlawn,82995,7819,36.2,187.54,297.26,0.09,"Baltimore County, MD",435806.67,25.43
Maryland,Woodmore,174200,4742,50.9,39.2,282.06,0.23,"Prince George's, MD",444632.2,43.67
Maryland,Woodsboro,123333,1242,45.7,103.0,669.79,0.14,"Frederick, MD",468047.9,33.21
North Carolina,Aberdeen,62264,8333,36.4,40.43,345.2,0.22,"Moore, NC",426449.9,26.56
North Carolina,Ahoskie,36271,4972,37.3,80.24,601.75,0.11,"Hertford, NC",164795.4,7.29
North Carolina,Alamance,87788,1387,40.4,35.99,1.22,0.28,"Alamance, NC",318960.0,29.24
North Carolina,Albemarle,43231,16318,39.6,49.32,285.17,0.13,"Albemarle, NC",277053.57,13.14
North Carolina,Alliance,29489,1014,60.5,15.75,218.82,0.05,"Pamlico, NC",365055.0,9.94
North Carolina,Andrews,34063,1937,47.0,215.45,513.96,0.07,"Cherokee, NC",333241.6,14.5
North Carolina,Angier,56277,5312,39.6,77.43,634.75,0.16,"Harnett, NC",329591.4,19.41
North Carolina,Apex,121313,58066,36.3,140.42,965.35,0.38,"Wake, NC",475596.0,48.56
North Carolina,Archdale,59338,12117,46.1,62.72,493.49,0.13,"Randolph, NC",274370.4,15.52
North Carolina,Asheboro,40571,26729,35.5,73.01,414.07,0.13,"Randolph, NC",274370.4,12.91
North Carolina,Asheville,58193,93272,40.3,92.84,590.08,0.3,"Buncombe, NC",480338.7,34.73
North Carolina,Atlantic Beach,63403,1689,59.7,50.12,186.06,0.3,"Carteret, NC",468041.2,34.16
North Carolina,Avery Creek,104621,3273,41.0,70.51,1433.35,0.24,"Buncombe, NC",480338.7,36.79
North Carolina,Ayden,50938,4991,41.2,26.53,258.07,0.12,"Pitt, NC",271603.3,12.84
North Carolina,Badin,38636,1919,46.7,75.82,624.45,0.05,"Stanly, NC",308841.6,9.71
North Carolina,Balfour,74650,1233,36.0,56.58,318.54,0.36,"Buncombe, NC",480338.7,39.35
North Carolina,Banner Elk,58333,1350,21.5,76.83,288.12,0.24,"Avery, NC",601963.6,35.39
North Carolina,Barker Heights,29268,1256,45.0,93.45,832.44,0.03,"Henderson, NC",440593.4,12.96
North Carolina,Bayboro,30441,1158,45.8,44.25,409.94,0.03,"Pamlico, NC",365055.0,9.02
North Carolina,Bayshore,96027,3076,40.3,86.51,386.22,0.33,"New Hanover, NC",463116.2,40.37
North Carolina,Beaufort,39472,4464,51.1,4.55,1.63,0.19,"Carteret, NC",468041.2,22.94
North Carolina,Belhaven,29630,1398,46.4,111.12,482.46,0.07,"Beaufort, NC",272787.5,9.09
North Carolina,Belmont,76156,14442,35.7,109.41,681.36,0.29,"Gaston, NC",318724.5,30.18
North Carolina,Belville,68333,2978,35.3,31.68,641.86,0.3,"Brunswick, NC",367760.0,30.14
North Carolina,Belwood,43670,1143,46.1,10.87,44.69,0.07,"Cleveland, NC",247054.1,7.44
North Carolina,Benson,52669,3871,36.1,92.09,619.97,0.15,"Johnston, NC",350573.1,19.34
North Carolina,Bent Creek,81406,1586,42.9,39.67,305.45,0.19,"Buncombe, NC",480338.7,29.71
North Carolina,Bermuda Run,74280,3021,57.3,134.54,1006.03,0.33,"Davie, NC",354918.7,34.44
North Carolina,Bessemer City,41558,5452,35.6,50.62,341.16,0.06,"Gaston, NC",318724.5,10.57
North Carolina,Bethel,45707,1849,45.1,72.13,657.03,0.12,"Pitt, NC",271603.3,13.5
North Carolina,Bethlehem,71375,3593,50.4,45.24,159.98,0.25,"Catawba, NC",299332.6,25.1
North Carolina,Beulaville,30938,1482,39.8,57.83,406.21,0.1,"Duplin, NC",262400.0,9.08
North Carolina,Biltmore Forest,173750,1670,49.3,62.67,154.6,0.4,"Buncombe, NC",480338.7,55.65
North Carolina,Biscoe,42776,3188,22.2,37.67,649.09,0.04,"Montgomery, NC",233945.4,5.24
North Carolina,Black Mountain,68333,8386,57.5,96.3,436.51,0.37,"Buncombe, NC",480338.7,40.77
North Carolina,Bladenboro,33942,1880,37.4,39.38,341.18,0.1,"Bladen, NC",277490.9,9.54
North Carolina,Blowing Rock,99306,1072,61.0,93.17,134.79,0.34,"Watauga, NC",586713.5,47.25
North Carolina,Boiling Spring Lakes,53956,5863,47.1,48.81,129.02,0.12,"Brunswick, NC",367760.0,17.5
North Carolina,Boiling Springs,78542,4511,22.1,72.69,373.07,0.22,"Cleveland, NC",247054.1,22.14
North Carolina,Boone,24756,18055,20.9,362.26,1034.73,0.2,"Watauga, NC",586713.5,33.96
North Carolina,Boonville,54276,1450,37.8,50.47,365.88,0.16,"Yadkin, NC",273812.5,16.37
North Carolina,Brevard,46058,7712,47.2,95.16,462.42,0.24,"Brevard, NC",373951.17,25.26
North Carolina,Briar Chapel,148125,4646,37.2,2015.17,550734.8,0.37,"Chatham, NC",646886.6,100.0
North Carolina,Brices Creek,104213,4174,43.2,11.08,192.67,0.32,"Craven, NC",310548.7,33.51
North Carolina,Broadway,56731,1316,50.2,54.55,383.92,0.17,"Lee, NC",327266.0,19.89
North Carolina,Brogden,36375,2430,36.6,28.04,1117.04,0.04,"Wayne, NC",260109.3,5.8
North Carolina,Brunswick,16924,1071,34.7,12.33,0.42,0.03,"Brunswick County, NC",274394.2,2.57
North Carolina,Bryson City,40833,1716,40.5,121.02,336.05,0.23,"Swain County, NC",403809.75,25.26
North Carolina,Buies Creek,39336,3522,20.9,99.83,678.74,0.4,"Harnett County, NC",470262.38,37.43
North Carolina,Burgaw,48696,3116,41.8,41.28,276.65,0.08,"Pender, NC",497906.3,19.86
North Carolina,Burlington,47158,56563,38.8,118.75,676.36,0.2,"Alamance, NC",318960.0,21.17
North Carolina,Burnsville,32961,2065,41.2,90.63,567.1,0.13,"Yancey, NC",422272.7,18.49
North Carolina,Butner,63548,8295,42.4,28.5,208.49,0.18,"Granville, NC",387245.8,22.91
North Carolina,Cajah's Mountain,46219,2695,43.3,45.18,319.57,0.1,"Caldwell, NC",298854.1,12.43
North Carolina,Calabash,43558,2117,56.0,44.5,209.33,0.14,"Brunswick, NC",367760.0,17.84
North Carolina,Candor,44923,1132,35.3,33.22,344.97,0.09,"Chatham, NC",646886.6,25.67
North Carolina,Canton,47637,4373,37.0,77.7,415.88,0.06,"Haywood, NC",405765.9,15.3
North Carolina,Cape Carteret,73654,2719,41.6,41.7,359.94,0.21,"Carteret, NC",468041.2,29.34
North Carolina,Carolina Beach,78670,6456,51.0,205.59,943.36,0.28,"New Hanover, NC",463116.2,37.9
North Carolina,Carolina Shores,74423,4441,66.1,47.49,732.27,0.16,"Brunswick, NC",367760.0,23.04
North Carolina,Carrboro,76599,21237,32.6,165.81,963.93,0.26,"Orange, NC",474325.0,36.04
North Carolina,Carthage,52339,2672,40.5,21.71,137.47,0.11,"Moore, NC",426449.9,18.48
North Carolina,Cary,113782,171603,39.1,155.05,702.53,0.38,"Wake, NC",475596.0,47.78
North Carolina,Cedar Point,81902,2068,44.6,61.65,364.25,0.23,"Carteret, NC",468041.2,32.21
North Carolina,Chadbourn,27639,1602,41.9,76.93,312.02,0.06,"Columbus, NC",220818.1,5.32
North Carolina,Chapel Hill,77037,60920,25.0,213.8,910.07,0.31,"Orange, NC",474325.0,39.57
North Carolina,Charlotte,68367,864871,34.5,190.13,824.19,0.3,"Mecklenburg, NC",437417.0,35.9
North Carolina,Cherokee,42583,2059,45.3,7.38,1.55,0.11,"Cherokee, NC",333241.6,13.4
North Carolina,Cherryville,51938,6044,38.2,50.35,341.13,0.2,"Gaston, NC",318724.5,20.13
North Carolina,China Grove,36843,4395,43.9,81.3,703.4,0.13,"Rowan, NC",263610.2,12.6
North Carolina,Chocowinity,29548,1226,30.3,49.55,394.49,0.06,"Beaufort, NC",272787.5,6.99
North Carolina,Claremont,56957,1894,43.1,45.19,232.58,0.14,"Catawba, NC",299332.6,16.19
North Carolina,Clayton,63166,25486,33.9,142.27,1691.96,0.17,"Johnston, NC",350573.1,23.16
North Carolina,Clemmons,76250,21032,41.9,143.15,811.1,0.31,"Forsyth, NC",293787.5,31.2
North Carolina,Cleveland,54659,1111,37.5,152.75,252.54,0.22,"Rowan, NC",263610.2,21.64
North Carolina,Clinton,34855,8124,42.5,52.95,292.83,0.15,"Sampson, NC",232106.0,11.25
North Carolina,Clyde,58000,1702,41.5,115.88,876.54,0.1,"Haywood, NC",405765.9,20.1
North Carolina,Coats,40125,2109,38.4,72.47,623.85,0.11,"Harnett, NC",329591.4,14.33
North Carolina,Columbus,46779,1139,54.2,2.84,0.41,0.2,"Polk, NC",501829.1,25.86
North Carolina,Concord,78775,102566,37.7,82.13,644.63,0.26,"Cabarrus, NC",372868.5,30.0
North Carolina,Connelly Springs,56094,2252,41.7,22.47,147.1,0.09,"Burke, NC",279895.8,11.85
North Carolina,Conover,47923,8393,40.7,54.27,269.36,0.15,"Catawba, NC",299332.6,15.8
North Carolina,Cornelius,95147,30925,43.4,86.19,686.78,0.38,"Mecklenburg, NC",437417.0,42.73
North Carolina,Cramerton,82974,5190,35.4,108.11,477.92,0.26,"Gaston, NC",318724.5,29.0
North Carolina,Creedmoor,77716,4860,42.0,84.59,869.18,0.2,"Granville, NC",387245.8,27.48
North Carolina,Cricket,42667,2519,28.3,31.15,316.39,0.14,"Wilkes, NC",283040.9,12.99
North Carolina,Dallas,51136,5777,38.4,101.14,1058.52,0.1,"Gaston, NC",318724.5,15.43
North Carolina,Davidson,141845,14644,39.5,27.77,8.89,0.44,"Mecklenburg, NC",437417.0,50.75
North Carolina,Denton,41300,1322,39.7,74.56,272.3,0.09,"Davidson, NC",285957.5,11.2
North Carolina,Dobson,58191,1547,39.8,154.28,371.77,0.17,"Surry, NC",241054.1,18.43
North Carolina,Dortches,66319,1034,48.0,16.77,57.6,0.16,"Nash, NC",281344.5,17.69
North Carolina,Drexel,60913,1692,47.6,41.58,418.77,0.11,"Burke, NC",279895.8,14.21
North Carolina,Dunn,37409,8616,42.0,83.01,446.98,0.13,"Harnett, NC",329591.4,15.38
North Carolina,Durham,66623,279106,34.6,154.28,981.93,0.28,"Durham, NC",410036.1,32.67
North Carolina,East Flat Rock,51250,5751,35.1,73.38,708.03,0.08,"Henderson, NC",440593.4,18.45
North Carolina,Eastover,58717,3657,42.5,12.9,101.63,0.15,"Cumberland, NC",244958.3,14.58
North Carolina,East Rockingham,27976,3538,29.2,27.07,375.57,0.07,"Richmond, NC",179820.8,2.94
North Carolina,East Spencer,40290,1243,54.9,88.48,387.24,0.11,"Rowan, NC",263610.2,12.07
North Carolina,Eden,41746,15317,40.2,52.23,332.76,0.1,"Rockingham, NC",226220.8,9.38
North Carolina,Edenton,42849,4456,42.3,95.51,426.44,0.17,"Chowan, NC",269750.0,15.98
North Carolina,Elizabeth City,44759,18466,32.8,109.92,564.15,0.18,"Pasquotank, NC",284900.2,18.11
North Carolina,Elizabethtown,21066,3187,35.5,39.83,185.05,0.12,"Bladen, NC",277490.9,9.47
North Carolina,Elkin,54852,4051,42.1,127.75,275.12,0.19,"Surry, NC",241054.1,18.33
North Carolina,Elm City,32216,1300,42.8,58.6,855.91,0.1,"Wilson, NC",254587.0,8.91
North Carolina,Elon,68031,11059,21.9,171.77,855.68,0.31,"Alamance, NC",318960.0,31.22
North Carolina,Elroy,56571,3837,38.7,15.97,256.36,0.07,"Johnston, NC",350573.1,13.36
North Carolina,Emerald Isle,87794,3844,57.3,64.95,197.51,0.29,"Carteret, NC",468041.2,37.18
North Carolina,Enfield,22484,2047,39.2,84.5,823.7,0.04,"Halifax, NC",172950.0,1.47
North Carolina,Enochville,53125,3563,40.1,41.13,333.03,0.06,"Rowan, NC",263610.2,9.56
North Carolina,Erwin,45294,4600,42.2,39.95,329.34,0.08,"Harnett, NC",329591.4,12.4
North Carolina,Etowah,66293,7464,53.9,70.05,711.34,0.21,"Henderson, NC",440593.4,28.12
North Carolina,Fairfield Harbour,69239,2872,64.3,57.6,396.74,0.27,"Craven, NC",310548.7,26.81
North Carolina,Fairmont,30547,2399,49.6,29.63,305.09,0.09,"Robeson, NC",200345.8,5.68
North Carolina,Fairplains,42512,1591,55.2,48.26,808.31,0.09,"Wilkes, NC",283040.9,10.89
North Carolina,Fairview,67604,3475,43.6,57.32,339.92,0.26,"Buncombe, NC",480338.7,32.7
North Carolina,Faison,43487,1024,36.6,85.97,698.71,0.12,"Duplin, NC",262400.0,12.5
North Carolina,Faith,112500,1172,40.9,98.51,501.99,0.21,"Rowan, NC",263610.2,27.78
North Carolina,Farmville,44766,4475,38.0,52.48,392.69,0.13,"Pitt, NC",271603.3,12.92
North Carolina,Fayetteville,48923,208497,30.3,82.45,632.29,0.18,"Cumberland, NC",244958.3,16.19
North Carolina,Fearrington Village,87576,2642,72.5,106.9,1107.61,0.34,"Chatham, NC",646886.6,48.67
North Carolina,Flat Rock,42917,1135,44.9,36.46,61.67,0.09,"Henderson, NC",440593.4,16.87
North Carolina,Fletcher,64478,7935,44.1,82.16,582.11,0.28,"Henderson, NC",440593.4,32.45
North Carolina,Forest City,31573,7330,33.8,51.59,262.78,0.1,"Rutherford, NC",256729.1,8.63
North Carolina,Forest Oaks,106285,4265,49.8,69.04,305.12,0.33,"Guilford, NC",307996.5,35.65
North Carolina,Four Oaks,52159,2191,41.2,37.79,269.68,0.1,"Johnston, NC",350573.1,15.14
North Carolina,Foxfire,66750,1720,36.9,26.6,273.95,0.21,"Moore, NC",426449.9,26.43
North Carolina,Franklin,36158,4131,51.4,12.16,3.07,0.17,"Macon, NC",349708.3,16.8
North Carolina,Franklinton,58472,2409,33.1,89.06,750.15,0.1,"Franklin, NC",394676.4,18.96
North Carolina,Franklinville,40833,1375,29.5,71.18,453.13,0.02,"Randolph, NC",274370.4,6.66
North Carolina,Fremont,43229,1114,43.5,56.55,431.48,0.09,"Wayne, NC",260109.3,10.14
North Carolina,Fuquay-Varina,85047,33135,36.6,163.11,968.58,0.34,"Wake, NC",475596.0,42.07
North Carolina,Garland,34773,1134,21.9,50.38,519.34,0.06,"Sampson, NC",232106.0,5.78
North Carolina,Garner,70007,30859,36.8,137.84,789.77,0.28,"Wake, NC",475596.0,35.57
North Carolina,Gastonia,52990,79483,38.0,77.46,538.9,0.16,"Gaston, NC",318724.5,18.76
North Carolina,Gibsonville,89073,8684,39.7,66.07,864.11,0.23,"Guilford, NC",307996.5,26.96
North Carolina,Glen Alpine,42885,1872,38.1,45.38,364.58,0.15,"Burke, NC",279895.8,14.48
North Carolina,Glen Raven,55000,3824,30.8,60.17,462.93,0.15,"Alamance, NC",318960.0,17.7
North Carolina,Goldsboro,39562,33214,36.4,72.11,395.09,0.15,"Wayne, NC",260109.3,13.3
North Carolina,Governors Village,148482,1784,47.4,1082.6,17557.73,0.51,"Mecklenburg, NC",437417.0,79.26
North Carolina,Graham,45152,16793,37.9,2.57,20.97,0.17,"Alamance, NC",318960.0,16.41
North Carolina,Granite Falls,70099,4898,37.2,61.32,529.67,0.21,"Caldwell, NC",298854.1,22.35
North Carolina,Granite Quarry,45000,2977,38.1,57.78,434.4,0.15,"Rowan, NC",263610.2,14.35
North Carolina,Green Level,33514,3015,32.3,61.71,679.01,0.08,"Alamance, NC",318960.0,10.5
North Carolina,Greensboro,51667,295483,34.5,87.46,617.38,0.24,"Guilford, NC",307996.5,23.15
North Carolina,Greenville,44064,87815,26.8,139.17,892.65,0.23,"Pitt, NC",271603.3,20.82
North Carolina,Grifton,31903,2764,42.0,16.6,210.44,0.05,"Pitt, NC",271603.3,5.65
North Carolina,Half Moon,54550,8397,27.7,43.5,934.22,0.13,"Onslow, NC",286866.6,14.76
North Carolina,Hamlet,32224,6098,40.6,39.94,376.4,0.09,"Richmond, NC",179820.8,5.24
North Carolina,Harkers Island,60500,1250,53.8,47.1,169.66,0.15,"Carteret, NC",468041.2,24.57
